b,23.58,0.46,y,p,w,v,2.625,t,t,06,t,g,00208,347,false
b,16.08,0.75,u,g,c,v,1.75,t,t,05,t,g,00352,690,true
b,15.17,7,u,g,e,v,1,f,f,0,f,g,00600,0,false
b,36.67,4.415,y,p,k,v,0.25,t,t,10,t,g,00320,0,true
b,35.25,3.165,u,g,x,h,3.75,t,f,0,t,g,00680,0,false
a,26.58,2.54,y,p,ff,ff,0,f,f,0,t,g,00180,60,false
a,26.92,13.5,u,g,q,h,5,t,t,02,f,g,00000,5000,true
b,18.58,5.71,u,g,d,v,0.54,f,f,0,f,g,00120,0,false
a,41.00,2.04,y,p,q,h,0.125,t,t,23,t,g,00455,1236,true
b,34.00,5.085,y,p,i,bb,1.085,f,f,0,t,g,00480,0,false
a,33.08,4.625,u,g,q,h,1.625,t,t,02,f,g,00000,0,true
b,21.08,4.125,y,p,i,h,0.04,f,f,0,f,g,00140,100,false
b,33.58,0.335,y,p,cc,v,0.085,f,f,0,f,g,00180,0,false
b,25.00,12.5,u,g,aa,v,3,t,f,0,t,s,00020,0,true
a,23.50,9,u,g,q,v,8.5,t,t,05,t,g,00120,0,true
a,32.33,0.54,u,g,cc,v,0.04,t,f,0,f,g,00440,11177,true
b,22.08,11,u,g,cc,v,0.665,t,f,0,f,g,00100,0,true
b,22.92,3.165,y,p,c,v,0.165,f,f,0,f,g,00160,1058,false
b,74.83,19,y,p,ff,ff,0.04,f,t,02,f,g,00000,351,false
b,25.00,11.25,u,g,c,v,2.5,t,t,17,f,g,00200,1208,true
b,18.83,0.415,y,p,c,v,0.165,f,t,01,f,g,00200,1,false
b,27.83,1.54,u,g,w,v,3.75,t,t,05,t,g,00100,3,true
a,17.58,9,u,g,aa,v,1.375,t,f,0,t,g,00000,0,true
b,48.75,8.5,u,g,c,h,12.5,t,t,09,f,g,00181,1655,true
a,22.67,0.79,u,g,i,v,0.085,f,f,0,f,g,00144,0,false
b,36.67,2,u,g,i,v,0.25,f,f,0,t,g,00221,0,false
b,18.33,1.21,y,p,e,dd,0,f,f,0,f,g,00100,0,false
b,21.17,0,u,g,c,v,0.5,f,f,0,t,s,00000,0,false
b,16.50,0.125,u,g,c,v,0.165,f,f,0,f,g,00132,0,false
a,26.08,8.665,u,g,aa,v,1.415,t,f,0,f,g,00160,150,true
a,53.33,0.165,u,g,ff,ff,0,f,f,0,t,s,00062,27,false
b,24.58,12.5,u,g,w,v,0.875,t,f,0,t,g,00260,0,false
b,65.42,11,u,g,e,z,20,t,t,07,t,g,00022,0,true
a,18.83,9.5,u,g,w,v,1.625,t,t,06,t,g,00040,600,true
a,48.17,1.335,u,g,i,o,0.335,f,f,0,f,g,00000,120,false
b,17.67,4.46,u,g,c,v,0.25,f,f,0,f,s,00080,0,false
b,51.42,0.04,u,g,x,h,0.04,t,f,0,f,g,00000,3000,true
b,42.83,1.25,u,g,m,v,13.875,f,t,01,t,g,00352,112,false
a,47.25,0.75,u,g,q,h,2.75,t,t,01,f,g,00333,892,true
a,20.42,0.835,u,g,q,v,1.585,t,t,01,f,g,00000,0,true
a,25.17,2.875,u,g,x,h,0.875,t,f,0,f,g,00360,0,true
b,32.83,2.5,u,g,cc,h,2.75,t,t,06,f,g,00160,2072,true
a,23.42,0.79,y,p,q,v,1.5,t,t,02,t,g,00080,400,true
b,29.58,4.5,u,g,w,v,7.5,t,t,02,t,g,00330,0,true
a,30.67,12,u,g,c,v,2,t,t,01,f,g,00220,19,true
b,22.67,2.54,y,p,c,h,2.585,t,f,0,f,g,00000,0,true
a,22.25,1.25,y,p,ff,ff,3.25,f,f,0,f,g,00280,0,false
b,18.17,10.25,u,g,c,h,1.085,f,f,0,f,g,00320,13,false
a,30.25,5.5,u,g,k,v,5.5,f,f,0,t,s,00100,0,false
b,25.17,3.5,u,g,cc,v,0.625,t,t,07,f,g,00000,7059,true
b,31.25,2.835,u,g,ff,ff,0,f,t,05,f,g,00176,146,false
a,57.08,19.5,u,g,c,v,5.5,t,t,07,f,g,00000,3000,true
b,29.92,1.835,u,g,c,h,4.335,t,f,0,f,g,00260,200,true
a,20.33,10,u,g,c,h,1,t,t,04,f,g,00050,1465,true
a,24.83,4.5,u,g,w,v,1,f,f,0,t,g,00360,6,false
b,22.58,1.5,y,p,aa,v,0.54,f,f,0,t,g,00120,67,false
b,27.25,0.625,u,g,aa,v,0.455,t,f,0,t,g,00200,0,false
a,71.58,0,-,-,-,-,0,f,f,0,f,p,-,0,true
b,42.75,3,u,g,i,bb,1,t,f,0,f,g,00000,200,false
b,33.58,0.25,u,g,i,bb,4,f,f,0,t,s,00420,0,false
b,48.17,3.5,u,g,aa,v,3.5,t,f,0,f,s,00230,0,true
a,55.75,7.08,u,g,k,h,6.75,t,t,03,t,g,00100,50,false
b,29.25,14.79,u,g,aa,v,5.04,t,t,05,t,g,00168,0,true
b,29.17,3.5,u,g,w,v,3.5,t,t,03,t,g,00329,0,false
a,32.00,6,u,g,d,v,1.25,f,f,0,f,g,00272,0,false
a,32.17,1.46,u,g,w,v,1.085,t,t,16,f,g,00120,2079,true
b,37.58,0,-,-,-,-,0,f,f,0,f,p,-,0,true
b,31.67,16.165,u,g,d,v,3,t,t,09,f,g,00250,730,true
b,18.25,0.165,u,g,d,v,0.25,f,f,0,t,s,00280,0,false
b,45.17,1.5,u,g,c,v,2.5,t,f,0,t,g,00140,0,false
b,26.67,4.25,u,g,cc,v,4.29,t,t,01,t,g,00120,0,true
b,67.75,5.5,u,g,e,z,13,t,t,01,t,g,00000,0,true
a,22.67,7,u,g,c,v,0.165,f,f,0,f,g,00160,0,false
b,31.33,19.5,u,g,c,v,7,t,t,16,f,g,00000,5000,true
b,31.08,3.085,u,g,c,v,2.5,f,t,02,t,g,00160,41,false
a,19.75,0.75,u,g,c,v,0.795,t,t,05,t,g,00140,5,false
a,17.83,11,u,g,x,h,1,t,t,11,f,g,00000,3000,true
b,-,0.625,u,g,k,v,0.25,f,f,0,f,g,00380,2010,false
b,20.17,5.625,u,g,w,v,1.71,t,f,0,f,s,00120,0,true
a,20.75,10.335,u,g,cc,h,0.335,t,t,01,t,g,00080,50,true
b,23.50,2.75,u,g,ff,ff,4.5,f,f,0,f,g,00160,25,false
b,21.83,1.54,u,g,k,v,0.085,f,f,0,t,g,00356,0,false
b,48.50,4.25,u,g,m,v,0.125,t,f,0,t,g,00225,0,true
b,44.83,7,y,p,c,v,1.625,f,f,0,f,g,00160,2,false
b,53.92,9.625,u,g,e,v,8.665,t,t,05,f,g,00000,0,true
b,20.67,1.25,y,p,c,h,1.375,t,t,03,t,g,00140,210,false
b,23.25,1.5,u,g,q,v,2.375,t,t,03,t,g,00000,582,true
b,20.00,11.045,u,g,c,v,2,f,f,0,t,g,00136,0,false
b,33.67,2.165,u,g,c,v,1.5,f,f,0,f,p,00120,0,false
a,31.92,3.125,u,g,ff,ff,3.04,f,t,02,t,g,00200,4,false
b,30.83,0,u,g,w,v,1.25,t,t,01,f,g,00202,0,true
b,41.42,5,u,g,q,h,5,t,t,06,t,g,00470,0,true
a,18.25,10,u,g,w,v,1,f,t,01,f,g,00120,1,false
a,28.67,1.04,u,g,c,v,2.5,t,t,05,t,g,00300,1430,true
b,31.92,4.46,u,g,cc,h,6.04,t,t,03,f,g,00311,300,true
b,27.25,1.585,u,g,cc,h,1.835,t,t,12,t,g,00583,713,true
b,17.08,0.085,y,p,c,v,0.04,f,f,0,f,g,00140,722,false
b,33.00,2.5,y,p,w,v,7,f,f,0,t,g,00280,0,false
a,17.67,0,y,p,j,ff,0,f,f,0,f,g,00086,0,false
a,69.50,6,u,g,ff,ff,0,f,f,0,f,s,00000,0,false
b,22.17,12.125,u,g,c,v,3.335,f,t,02,t,g,00180,173,false
a,38.25,6,u,g,k,v,1,t,f,0,t,g,00000,0,true
b,28.75,1.5,y,p,c,v,1.5,t,f,0,t,g,00000,225,false
b,22.08,2.335,u,g,k,v,0.75,f,f,0,f,g,00180,0,false
b,58.58,2.71,u,g,c,v,2.415,f,f,0,t,g,00320,0,false
b,28.17,0.125,y,p,k,v,0.085,f,f,0,f,g,00216,2100,false
b,36.50,4.25,u,g,q,v,3.5,f,f,0,f,g,00454,50,false
b,23.75,0.415,y,p,c,v,0.04,f,t,02,f,g,00128,6,false
b,27.67,2,u,g,x,h,1,t,t,04,f,g,00140,7544,true
b,23.33,1.5,u,g,c,h,1.415,t,f,0,f,g,00422,200,true
a,58.33,10,u,g,q,v,4,t,t,14,f,g,00000,1602,true
b,32.00,1.75,y,p,e,h,0.04,t,f,0,t,g,00393,0,true
b,27.83,1.5,u,g,w,v,2,t,t,11,t,g,00434,35,true
-,26.50,2.71,y,p,-,-,0.085,f,f,0,f,s,00080,0,false
-,24.50,12.75,u,g,c,bb,4.75,t,t,02,f,g,00073,444,true
b,34.25,3,u,g,cc,h,7.415,t,f,0,t,g,00000,0,true
a,24.75,12.5,u,g,aa,v,1.5,t,t,12,t,g,00120,567,true
b,27.67,0.75,u,g,q,h,0.165,f,f,0,t,g,00220,251,false
b,19.17,4,y,p,i,v,1,f,f,0,t,g,00360,1000,false
b,21.92,0.54,y,p,x,v,0.04,t,t,01,t,g,00840,59,true
b,35.17,25.125,u,g,x,h,1.625,t,t,01,t,g,00515,500,true
b,-,4,y,p,i,v,0.085,f,f,0,t,g,00411,0,false
b,35.25,16.5,y,p,c,v,4,t,f,0,f,g,00080,0,false
a,16.00,0.165,u,g,aa,v,1,f,t,02,t,g,00320,1,false
b,25.17,3,u,g,c,v,1.25,f,t,01,f,g,00000,22,false
b,22.50,0.125,y,p,k,v,0.125,f,f,0,f,g,00200,70,false
b,47.67,2.5,u,g,m,bb,2.5,t,t,12,t,g,00410,2510,true
b,22.75,11,u,g,q,v,2.5,t,t,07,t,g,00100,809,true
a,-,3.5,u,g,d,v,3,t,f,0,t,g,00300,0,false
b,23.17,0,-,-,-,-,0,f,f,0,f,p,-,0,true
a,18.92,9.25,y,p,c,v,1,t,t,04,t,g,00080,500,true
b,26.00,1,u,g,q,v,1.75,t,f,0,t,g,00280,0,true
b,27.00,1.5,y,p,w,v,0.375,t,f,0,t,g,00260,1065,true
b,-,10.5,u,g,x,v,6.5,t,f,0,f,g,00000,0,true
b,18.58,10.29,u,g,ff,ff,0.415,f,f,0,f,g,00080,0,false
a,41.33,1,u,g,i,bb,2.25,t,f,0,t,g,00000,300,true
b,39.92,5,u,g,i,bb,0.21,f,f,0,f,g,00550,0,false
b,34.08,0.08,y,p,m,bb,0.04,t,t,01,t,g,00280,2000,true
a,47.42,8,u,g,e,bb,6.5,t,t,06,f,g,00375,51100,true
b,27.75,1.29,u,g,k,h,0.25,f,f,0,t,s,00140,0,false
b,23.17,11.125,u,g,x,h,0.46,t,t,01,f,g,00100,0,true
a,39.08,4,u,g,c,v,3,f,f,0,f,g,00480,0,false
b,44.33,0.5,u,g,i,h,5,t,f,0,t,g,00320,0,true
b,20.50,2.415,u,g,c,v,2,t,t,11,t,g,00200,3000,true
a,19.17,8.585,u,g,cc,h,0.75,t,t,07,f,g,00096,0,true
b,39.58,5,u,g,ff,ff,0,f,t,02,f,g,00017,1,false
b,26.75,2,u,g,d,v,0.75,f,f,0,t,g,00080,0,false
b,63.33,0.54,u,g,c,v,0.585,t,t,03,t,g,00180,0,false
b,55.92,11.5,u,g,ff,ff,5,t,t,05,f,g,00000,8851,true
a,24.08,0.5,u,g,q,h,1.25,t,t,01,f,g,00000,678,true
b,20.00,7,u,g,c,v,0.5,f,f,0,f,g,00000,0,false
b,22.58,10.04,u,g,x,v,0.04,t,t,09,f,g,00060,396,true
b,33.67,1.25,u,g,w,v,1.165,f,f,0,f,g,00120,0,false
b,28.67,14.5,u,g,d,v,0.125,f,f,0,f,g,00000,286,false
a,16.08,0.335,u,g,ff,ff,0,f,t,01,f,g,00160,126,false
b,27.25,1.665,u,g,cc,h,5.085,t,t,09,f,g,00399,827,true
a,36.75,5.125,u,g,e,v,5,t,f,0,t,g,00000,4000,true
b,49.17,2.29,u,g,ff,ff,0.29,f,f,0,f,g,00200,3,false
a,20.75,9.54,u,g,i,v,0.04,f,f,0,f,g,00200,1000,false
b,47.33,6.5,u,g,c,v,1,f,f,0,t,g,00000,228,false
b,22.33,11,u,g,w,v,2,t,t,01,f,g,00080,278,true
b,20.75,5.085,y,p,j,v,0.29,f,f,0,f,g,00140,184,false
a,24.50,0.5,u,g,q,h,1.5,t,f,0,f,g,00280,824,true
a,22.92,11.585,u,g,cc,v,0.04,t,f,0,f,g,00080,1349,true
b,26.25,1.54,u,g,w,v,0.125,f,f,0,f,g,00100,0,false
b,27.83,4,y,p,i,h,5.75,t,t,02,t,g,00075,0,false
b,27.75,0.585,y,p,cc,v,0.25,t,t,02,f,g,00260,500,true
a,16.33,0.21,u,g,aa,v,0.125,f,f,0,f,g,00200,1,false
b,21.50,9.75,u,g,c,v,0.25,t,f,0,f,g,00140,0,false
a,21.92,11.665,u,g,k,h,0.085,f,f,0,f,g,00320,5,false
b,43.25,25.21,u,g,q,h,0.21,t,t,01,f,g,00760,90,false
b,39.00,5,u,g,cc,v,3.5,t,t,10,t,g,00000,0,true
b,34.17,9.17,u,g,c,v,4.5,t,t,12,t,g,00000,221,true
b,23.25,12.625,u,g,c,v,0.125,f,t,02,f,g,00000,5552,false
a,64.08,0.165,u,g,ff,ff,0,t,t,01,f,g,00232,100,true
b,32.67,5.5,u,g,q,h,5.5,t,t,12,t,g,00408,1000,true
b,21.33,7.5,u,g,aa,v,1.415,t,t,01,f,g,00080,9800,true
b,16.92,0.335,y,p,k,v,0.29,f,f,0,f,s,00200,0,false
b,26.67,14.585,u,g,i,bb,0,f,f,0,t,g,00178,0,false
b,28.00,2,u,g,k,h,4.165,t,t,02,t,g,00181,0,true
a,18.58,10,u,g,d,v,0.415,f,f,0,f,g,00080,42,false
b,21.00,3,y,p,d,v,1.085,t,t,08,t,g,00160,1,true
a,19.67,0.21,u,g,q,h,0.29,t,t,11,f,g,00080,99,true
a,28.42,3.5,u,g,w,v,0.835,t,f,0,f,s,00280,0,true
a,20.50,11.835,u,g,c,h,6,t,f,0,f,g,00340,0,true
b,16.33,4.085,u,g,i,h,0.415,f,f,0,t,g,00120,0,false
a,25.00,12.33,u,g,cc,h,3.5,t,t,06,f,g,00400,458,true
a,40.33,7.54,y,p,q,h,8,t,t,14,f,g,00000,2300,true
b,25.67,0.29,y,p,c,v,1.5,f,f,0,t,g,00160,0,false
a,46.08,3,u,g,c,v,2.375,t,t,08,t,g,00396,4159,true
a,19.17,0.585,y,p,aa,v,0.585,t,f,0,t,g,00160,0,false
b,28.92,0.375,u,g,c,v,0.29,f,f,0,f,g,00220,140,false
a,36.58,0.29,u,g,ff,ff,0,f,t,10,f,g,00200,18,false
a,15.83,0.585,u,g,c,h,1.5,t,t,02,f,g,00100,0,true
b,-,0.375,u,g,d,v,0.875,t,f,0,t,s,00928,0,false
b,32.67,9,y,p,w,h,5.25,t,f,0,t,g,00154,0,true
b,34.42,1.335,u,g,i,bb,0.125,f,f,0,t,g,00440,4500,false
b,34.58,0,-,-,-,-,0,f,f,0,f,p,-,0,false
a,46.00,4,u,g,j,j,0,t,f,0,f,g,00100,960,true
a,22.83,2.29,u,g,q,h,2.29,t,t,07,t,g,00140,2384,true
b,26.33,13,u,g,e,dd,0,f,f,0,t,g,00140,1110,false
b,59.50,2.75,u,g,w,v,1.75,t,t,05,t,g,00060,58,true
b,54.83,15.5,u,g,e,z,0,t,t,20,f,g,00152,130,false
b,48.08,6.04,u,g,k,v,0.04,f,f,0,f,g,00000,2690,true
b,56.75,12.25,u,g,m,v,1.25,t,t,04,t,g,00200,0,true
a,29.50,1.085,y,p,x,v,1,f,f,0,f,g,00280,13,false
a,45.83,10.5,u,g,q,v,5,t,t,07,t,g,00000,0,true
a,51.92,6.5,u,g,i,bb,3.085,f,f,0,t,g,00073,0,false
a,47.00,13,u,g,i,bb,5.165,t,t,09,t,g,00000,0,true
a,30.00,5.29,u,g,e,dd,2.25,t,t,05,t,g,00099,500,true
b,39.17,1.71,u,g,x,v,0.125,t,t,05,t,g,00480,0,true
b,31.42,15.5,u,g,c,v,0.5,t,f,0,f,g,00120,0,false
b,25.25,1,u,g,aa,v,0.5,f,f,0,f,g,00200,0,false
b,18.50,2,u,g,i,v,1.5,t,t,02,f,g,00120,300,true
b,34.17,5.25,u,g,w,v,0.085,f,f,0,t,g,00290,6,true
b,56.42,28,y,p,c,v,28.5,t,t,40,f,g,00000,15,true
b,19.00,1.75,y,p,c,v,2.335,f,f,0,t,g,00112,6,false
a,23.58,0.585,y,p,ff,ff,0.125,f,f,0,f,g,00120,87,false
b,40.58,1.5,u,g,i,bb,0,f,f,0,f,s,00300,0,false
a,23.58,11.5,y,p,k,h,3,f,f,0,t,g,00020,16,false
b,34.67,1.08,u,g,m,v,1.165,f,f,0,f,s,00028,0,false
b,35.17,4.5,u,g,x,h,5.75,f,f,0,t,s,00711,0,true
b,22.17,0.585,y,p,ff,ff,0,f,f,0,f,g,00100,0,false
b,26.17,12.5,y,p,k,h,1.25,f,f,0,t,g,00000,17,false
b,26.17,0.835,u,g,cc,v,1.165,f,f,0,f,g,00100,0,false
b,34.08,6.5,u,g,aa,v,0.125,t,f,0,t,g,00443,0,false
b,23.00,0.75,u,g,m,v,0.5,f,f,0,t,s,00320,0,false
b,24.42,2,u,g,e,dd,0.165,f,t,02,f,g,00320,1300,false
b,41.17,4.04,u,g,cc,h,7,t,t,08,f,g,00320,0,true
b,23.33,11.625,y,p,w,v,0.835,t,f,0,t,g,00160,300,true
b,31.25,1.125,u,g,ff,ff,0,f,t,01,f,g,00096,19,false
b,-,0.5,u,g,c,bb,0.835,t,f,0,t,s,00320,0,false
a,56.83,4.25,y,p,ff,ff,5,f,f,0,t,g,00000,4,false
b,51.83,3,y,p,ff,ff,1.5,f,f,0,f,g,00180,4,false
-,28.17,0.585,u,g,aa,v,0.04,f,f,0,f,g,00260,1004,false
b,34.42,4.25,u,g,i,bb,3.25,t,t,02,f,g,00274,610,true
a,56.50,16,u,g,j,ff,0,t,t,15,f,g,00000,247,true
